"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Clallam","Clallam Prosecuting Attorney","WRITE-IN"," ","459","1.7902","County"
"Clallam","Clallam Sheriff","Brian King","","27780","75.2519","County"
"Clallam","Clallam Sheriff","Marc Titterness","","9015","24.4203","County"
"Clallam","Clallam Sheriff","WRITE-IN"," ","121","0.3278","County"
"Clallam","Clallam Treasurer","Jennifer L. White","","25844","98.6412","County"
"Clallam","Clallam Treasurer","WRITE-IN"," ","356","1.3588","County"
"Clallam","SUPREME COURT Justice Position #01","Mary I. Yu"," ","24812","98.0208","Judicial"
"Clallam","SUPREME COURT Justice Position #01","WRITE-IN"," ","501","1.9792","Judicial"
"Clallam","SUPREME COURT Justice Position #05","Barbara Madsen"," ","24935","98.3552","Judicial"
"Clallam","SUPREME COURT Justice Position #05","WRITE-IN"," ","417","1.6448","Judicial"
"Clallam","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","24703","98.3517","Judicial"
"Clallam","SUPREME COURT Justice Position #06","WRITE-IN"," ","414","1.6483","Judicial"
"Clallam","COURT OF APPEALS, DIVISION 2, DISTRICT 2 Judge Position 1","Erik D. Price"," ","24393","98.5974","Judicial"
"Clallam","COURT OF APPEALS, DIVISION 2, DISTRICT 2 Judge Position 1","WRITE-IN"," ","347","1.4026","Judicial"
"Clallam","COURT DISTRICT 1 Judge - District Court 1","Dave Neupert"," ","23318","98.3716","Judicial"
"Clallam","COURT DISTRICT 1 Judge - District Court 1","WRITE-IN"," ","386","1.6284","Judicial"
"Clallam","COURT DISTRICT 2 Judge - District Court 2","Bruce Hanify"," ","1917","98.8144","Judicial"
"Clallam","COURT DISTRICT 2 Judge - District Court 2","WRITE-IN"," ","23","1.1856","Judicial"
"Clallam","PUBLIC UTILITY DIST 1 Commissioner District No. 1","Will Purser","","13806","49.081","Public Utility"
"Clallam","PUBLIC UTILITY DIST 1 Commissioner District No. 1","Ken Hays","","14238","50.6168","Public Utility"
"Clallam","PUBLIC UTILITY DIST 1 Commissioner District No. 1","WRITE-IN"," ","85","0.3022","Public Utility"
"Clark","Washington State Advisory Vote No. 39","Repealed"," ","124515","63.9631","State Executive"
"Clark","Washington State Advisory Vote No. 39","Maintained"," ","70152","36.0369","State Executive"
"Clark","Washington State Advisory Vote No. 40","Repealed"," ","107549","55.9362","State Executive"
"Clark","Washington State Advisory Vote No. 40","Maintained"," ","84722","44.0638","State Executive"
"Clark","Clark Proposed Charter Amendment No. 10","Approved"," ","80772","41.9412","County"
"Clark","Clark Proposed Charter Amendment No. 10","Rejected"," ","111812","58.0588","County"
"Clark","Clark Proposed Charter Amendment No. 11","Approved"," ","121343","63.853","County"
"Clark","Clark Proposed Charter Amendment No. 11","Rejected"," ","68692","36.147","County"
"Clark","Clark Proposed Charter Amendment No. 12","Approved"," ","90427","49.1221","County"
"Clark","Clark Proposed Charter Amendment No. 12","Rejected"," ","93659","50.8779","County"
"Clark","Clark Proposed Charter Amendment No. 13","Approved"," ","120523","63.1871","County"
"Clark","Clark Proposed Charter Amendment No. 13","Rejected"," ","70217","36.8129","County"
"Clark","Clark Proposed Charter Amendment No. 14","Approved"," ","76649","41.0157","County"
"Clark","Clark Proposed Charter Amendment No. 14","Rejected"," ","110228","58.9843","County"
"Clark","Clark Proposed Charter Amendment No. 15","Approved"," ","70136","38.8144","County"
"Clark","Clark Proposed Charter Amendment No. 15","Rejected"," ","110560","61.1856","County"
"Clark","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","105058","51.0943","Federal"
"Clark","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","100260","48.7608","Federal"
"Clark","United States U.S. Senator","WRITE-IN"," ","298","0.1449","Federal"
"Clark","CONGRESSIONAL DISTRICT 3 U.S. Representative","Marie Gluesenkamp Perez","(Prefers Democratic Party)","112989","55.1045","Congressional"
"Clark","CONGRESSIONAL DISTRICT 3 U.S. Representative","Joe Kent","(Prefers Republican Party)","90802","44.2839","Congressional"
"Clark","CONGRESSIONAL DISTRICT 3 U.S. Representative","WRITE-IN"," ","1254","0.6116","Congressional"
"Clark","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","91758","46.0318","State Executive"
"Clark","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","97354","48.8391","State Executive"
"Clark","Washington State Secretary of State","WRITE-IN"," ","10224","5.129","State Executive"
"Clark","LEGISLATIVE DISTRICT 17 State Representative Pos. 1","Terri Niles","(Prefers Democratic Party)","30289","47.8946","Legislative"
"Clark","LEGISLATIVE DISTRICT 17 State Representative Pos. 1","Kevin Waters","(Prefers Republican Party)","32860","51.96","Legislative"
"Clark","LEGISLATIVE DISTRICT 17 State Representative Pos. 1","WRITE-IN"," ","92","0.1455","Legislative"
"Clark","LEGISLATIVE DISTRICT 17 State Representative Pos. 2","Joe Kear","(Prefers Democratic Party)","28944","45.7287","Legislative"
"Clark","LEGISLATIVE DISTRICT 17 State Representative Pos. 2","Paul Harris","(Prefers Republican Party)","34244","54.1022","Legislative"
"Clark","LEGISLATIVE DISTRICT 17 State Representative Pos. 2","WRITE-IN"," ","107","0.169","Legislative"
"Clark","LEGISLATIVE DISTRICT 18 State Representative Pos. 1","Stephanie McClintock","(Prefers Republican Party)","34012","52.3729","Legislative"
"Clark","LEGISLATIVE DISTRICT 18 State Representative Pos. 1","John Zingale","(Prefers Democratic Party)","30838","47.4854","Legislative"
"Clark","LEGISLATIVE DISTRICT 18 State Representative Pos. 1","WRITE-IN"," ","92","0.1417","Legislative"
"Clark","LEGISLATIVE DISTRICT 18 State Representative Pos. 2","Duncan Camacho","(Prefers Democratic Party)","29392","45.1275","Legislative"
"Clark","LEGISLATIVE DISTRICT 18 State Representative Pos. 2","Greg Cheney","(Prefers Republican Party)","35603","54.6637","Legislative"
"Clark","LEGISLATIVE DISTRICT 18 State Representative Pos. 2","WRITE-IN"," ","136","0.2088","Legislative"
"Clark","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","Peter Abbarno","(Prefers Republican Party)","15221","95.1015","Legislative"
"Clark","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","WRITE-IN"," ","784","4.8985","Legislative"
"Clark","LEGISLATIVE DISTRICT 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","15381","95.4216","Legislative"
"Clark","LEGISLATIVE DISTRICT 20 State Representative Pos. 2","WRITE-IN"," ","738","4.5784","Legislative"
"Clark","LEGISLATIVE DISTRICT 49 State Representative Pos. 1","Sharon Wylie","(Prefers Democratic Party)","31967","61.9491","Legislative"
"Clark","LEGISLATIVE DISTRICT 49 State Representative Pos. 1","Park Llafet","(Prefers Republican Party)","19538","37.8629","Legislative"
"Clark","LEGISLATIVE DISTRICT 49 State Representative Pos. 1","WRITE-IN"," ","97","0.188","Legislative"
"Clark","LEGISLATIVE DISTRICT 49 State Representative Pos. 2","Monica Jurado Stonier","(Prefers Democratic Party)","31573","60.8918","Legislative"
"Clark","LEGISLATIVE DISTRICT 49 State Representative Pos. 2","Jeremy Baker","(Prefers Republican Party)","20198","38.9539","Legislative"
"Clark","LEGISLATIVE DISTRICT 49 State Representative Pos. 2","WRITE-IN"," ","80","0.1543","Legislative"
"Clark","Clark COUNTY ASSESSOR","Peter Van Nortwick","","130512","98.0122","County"
"Clark","Clark COUNTY ASSESSOR","WRITE-IN"," ","2647","1.9878","County"
"Clark","Clark COUNTY AUDITOR","Greg Kimsey","","122956","66.6602","County"
"Clark","Clark COUNTY AUDITOR","Brett Simpson","","60846","32.9874","County"
"Clark","Clark COUNTY AUDITOR","WRITE-IN"," ","650","0.3524","County"
"Clark","Clark COUNTY CLERK","Scott G. Weber","","126222","98.1211","County"
"Clark","Clark COUNTY CLERK","WRITE-IN"," ","2417","1.8789","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 1 COUNCILOR, DISTRICT NO. 1","Glen Yung","","16663","57.1296","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 1 COUNCILOR, DISTRICT NO. 1","Hector Hinojosa","","12246","41.9858","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 1 COUNCILOR, DISTRICT NO. 1","WRITE-IN"," ","258","0.8846","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 2 COUNCILOR, DISTRICT NO. 2","Michelle Belkot","","19975","54.5259","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 2 COUNCILOR, DISTRICT NO. 2","Chartisha Roberts","","16509","45.0647","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 2 COUNCILOR, DISTRICT NO. 2","WRITE-IN"," ","150","0.4095","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 5 COUNCILOR, DISTRICT NO. 5","Sue Marshall","","23280","51.2177","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 5 COUNCILOR, DISTRICT NO. 5","Don Benton","","22004","48.4104","County"
"Clark","COUNTY COUNCILOR DISTRICT NO. 5 COUNCILOR, DISTRICT NO. 5","WRITE-IN"," ","169","0.3718","County"
"Clark","Clark COUNTY PROSECUTING ATTORNEY","Tony Golik","","125206","97.0815","County"
"Clark","Clark COUNTY PROSECUTING ATTORNEY","WRITE-IN"," ","3764","2.9185","County"
"Clark","Clark COUNTY SHERIFF","John Horch","","104763","54.5243","County"
"Clark","Clark COUNTY SHERIFF","Rey Reynolds","","86642","45.0932","County"
"Clark","Clark COUNTY SHERIFF","WRITE-IN"," ","735","0.3825","County"
"Clark","Clark COUNTY TREASURER","Alishia Topper","","129247","98.0741","County"
"Clark","Clark COUNTY TREASURER","WRITE-IN"," ","2538","1.9259","County"
"Clark","SUPREME COURT Justice Position #01","Mary I. Yu"," ","121697","97.2977","Judicial"
"Clark","SUPREME COURT Justice Position #01","WRITE-IN"," ","3380","2.7023","Judicial"
"Clark","SUPREME COURT Justice Position #05","Barbara Madsen"," ","122052","97.809","Judicial"
"Clark","SUPREME COURT Justice Position #05","WRITE-IN"," ","2734","2.191","Judicial"
"Clark","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","121583","97.7497","Judicial"
"Clark","SUPREME COURT Justice Position #06","WRITE-IN"," ","2799","2.2503","Judicial"
"Clark","Court of Appeals, Division 2, District 3 Judge Position 2","Anne Cruser"," ","118979","98.1311","Judicial"
"Clark","Court of Appeals, Division 2, District 3 Judge Position 2","WRITE-IN"," ","2266","1.8689","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 1","Kristen L. Parcher"," ","118669","98.1628","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 1","WRITE-IN"," ","2221","1.8372","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 2","Chad E. Sleight"," ","118242","98.153","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 2","WRITE-IN"," ","2225","1.847","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 3","James B. Smith"," ","118036","98.2839","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 3","WRITE-IN"," ","2061","1.7161","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 4","Sonya Langsdorf"," ","119036","98.2745","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 4","WRITE-IN"," ","2090","1.7255","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 5","Kelli E. Osler"," ","118306","98.145","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 5","WRITE-IN"," ","2236","1.855","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 6","Abigail Bartlett"," ","118497","98.1886","Judicial"
"Clark","DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 6","WRITE-IN"," ","2186","1.8114","Judicial"
"Clark","CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 2","Nancy Barnes","","116420","65.7124","Public Utility"
"Clark","CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 2","Don Steinke","","59785","33.7452","Public Utility"
"Clark","CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 2","WRITE-IN"," ","961","0.5424","Public Utility"
"Columbia","Washington State Advisory Vote No. 39","Repealed"," ","1630","80.6133","State Executive"
"Columbia","Washington State Advisory Vote No. 39","Maintained"," ","392","19.3867","State Executive"
"Columbia","Washington State Advisory Vote No. 40","Repealed"," ","1501","73.9409","State Executive"
"Columbia","Washington State Advisory Vote No. 40","Maintained"," ","529","26.0591","State Executive"
"Columbia","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","592","27.1684","Federal"
"Columbia","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","1575","72.2809","Federal"
"Columbia","United States U.S. Senator","WRITE-IN"," ","12","0.5507","Federal"
"Columbia","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","1649","76.2367","Congressional"
"Columbia","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","512","23.6708","Congressional"
"Columbia","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","2","0.0925","Congressional"
"Columbia","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","505","25.5567","State Executive"
"Columbia","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","1368","69.2308","State Executive"
"Columbia","Washington State Secretary of State","WRITE-IN"," ","103","5.2126","State Executive"
"Columbia","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","1687","97.9106","Legislative"
"Columbia","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","36","2.0894","Legislative"
"Columbia","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","1552","97.6101","Legislative"
"Columbia","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","38","2.3899","Legislative"
"Columbia","Columbia County Assessor","Tammy Groom Ketterman","(Prefers Republican Party)","1801","98.3616","County"
"Columbia","Columbia County Assessor","WRITE-IN"," ","30","1.6384","County"
"Columbia","Columbia County Auditor","Anne D Higgins","(States No Party Preference)","1402","79.7044","County"
"Columbia","Columbia County Auditor","WRITE-IN"," ","357","20.2956","County"
"Columbia","Columbia County Clerk","Kriston (Krissy) Chapman","(Prefers Republican Party)","1803","98.9029","County"
"Columbia","Columbia County Clerk","WRITE-IN"," ","20","1.0971","County"
"Columbia","Columbia County Commissioner #3","Jack Miller","(Prefers Republican Party)","1094","51.9468","County"
"Columbia","Columbia County Commissioner #3","Charles L. Amerein","(Prefers Republican Party)","1005","47.7208","County"
"Columbia","Columbia County Commissioner #3","WRITE-IN"," ","7","0.3324","County"
"Columbia","Columbia County Prosecutor","C. Dale Slack","(States No Party Preference)","1592","97.1917","County"
"Columbia","Columbia County Prosecutor","WRITE-IN"," ","46","2.8083","County"
"Columbia","Columbia County Sheriff","Jeff Jenkins","(Prefers Republican Party)","793","37.6186","County"
"Columbia","Columbia County Sheriff","Joe Helm","(Prefers Republican Party)","1306","61.9545","County"
"Columbia","Columbia County Sheriff","WRITE-IN"," ","9","0.4269","County"
"Columbia","Columbia County Treasurer","Carla J Rowe","(Prefers Republican Party)","1802","98.4699","County"
"Columbia","Columbia County Treasurer","WRITE-IN"," ","28","1.5301","County"
"Columbia","SUPREME COURT Justice Position #01","Mary I. Yu"," ","1316","97.2653","Judicial"
"Columbia","SUPREME COURT Justice Position #01","WRITE-IN"," ","37","2.7347","Judicial"
"Columbia","SUPREME COURT Justice Position #05","Barbara Madsen"," ","1309","97.979","Judicial"
"Columbia","SUPREME COURT Justice Position #05","WRITE-IN"," ","27","2.021","Judicial"
"Columbia","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","1300","98.1132","Judicial"
